Unnamed: 0,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1420,9,3,90,11700,1,3,3,0,0,0,14,2,2,0,5,6,6,1968,1968,1,1,6,6,1,420,3,4,1,4,4,3,0,404,6,0,304,708,1,2,1,5,708,708,0,1416,0,0,2,1,3,1,3,7,6,1,1,1968.0,2,2,776,5,5,2,0,169,0,0,119,0,0,8,2006,8,4
636,5,4,51,6120,1,3,3,0,4,0,3,2,2,0,2,2,3,1936,1950,1,1,0,0,2,0,1,1,0,4,0,3,6,0,6,0,264,264,3,1,0,0,800,0,0,800,0,0,1,0,1,1,1,4,0,1,6,1980.0,1,0,0,3,3,0,0,0,0,0,0,0,0,4,2009,5,4
1115,4,3,93,12085,1,3,3,0,4,0,16,2,2,0,2,8,5,2007,2007,3,1,12,13,3,328,2,4,2,0,4,3,2,1004,6,0,730,1734,1,0,1,5,1734,0,0,1734,1,0,2,0,3,1,0,7,6,1,1,2007.0,2,3,928,5,5,2,0,0,0,0,0,0,0,9,2007,6,5
690,0,4,0,4426,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,147,2,4,2,2,4,1,2,697,6,0,151,848,1,0,1,5,848,0,0,848,1,0,1,0,1,1,2,3,6,1,1,2004.0,2,2,420,5,5,2,149,0,0,0,0,0,0,8,2008,8,4
1307,4,3,60,8072,1,3,3,0,4,0,5,2,2,0,2,5,5,1994,1995,1,1,12,13,2,0,3,2,2,2,1,3,0,746,6,0,244,990,1,0,1,5,990,0,0,990,1,0,1,0,3,1,3,5,6,0,5,2000.0,3,2,480,5,5,2,0,64,0,0,0,0,0,8,2009,8,4
1145,8,4,52,6240,1,3,3,0,4,0,3,2,2,0,0,5,6,1928,1950,1,1,8,8,2,0,3,4,0,4,4,3,6,0,6,0,1042,1042,1,0,1,5,1042,534,0,1576,0,0,1,0,3,1,3,8,6,1,5,1928.0,3,1,225,5,5,2,0,0,0,0,0,0,0,1,2006,8,3
466,4,3,85,10628,1,3,3,0,4,0,12,2,2,0,2,7,5,1970,1970,0,5,9,10,2,0,3,2,1,4,1,1,2,778,6,0,499,1277,1,4,1,5,1277,0,0,1277,1,0,1,0,2,1,3,5,6,1,1,1970.0,3,2,526,5,5,2,0,0,0,0,176,0,0,0,2007,8,4
965,9,3,65,10237,1,3,3,0,4,0,8,6,2,0,5,6,5,2005,2007,1,1,12,13,2,0,2,4,2,2,4,3,6,0,6,0,783,783,1,0,1,5,783,701,0,1484,0,0,2,1,3,1,2,8,6,1,1,2005.0,0,2,393,5,5,2,0,72,0,0,0,0,0,5,2007,6,5
284,0,3,50,8012,1,3,3,0,4,0,20,2,2,4,2,6,5,1992,1992,1,1,9,7,2,0,2,4,2,2,4,3,2,430,6,0,1145,1575,1,2,1,5,1575,0,0,1575,1,0,2,0,2,1,2,5,6,0,1,1992.0,2,2,529,5,5,2,0,0,52,0,0,0,0,5,2007,8,4
33,4,3,70,10552,1,0,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,1,3,3,2,0,3,4,1,4,4,3,5,1018,6,0,380,1398,1,2,1,5,1700,0,0,1700,0,1,1,1,4,1,2,6,6,1,1,1959.0,2,2,447,5,5,2,0,38,0,0,0,0,0,0,2010,8,4
576,8,3,52,6292,1,3,3,0,4,0,18,2,2,0,0,7,7,1928,1950,1,1,13,14,2,0,3,4,0,4,4,3,6,0,6,0,861,861,1,2,1,5,877,600,0,1477,0,1,2,0,3,1,3,6,6,1,5,1928.0,3,1,216,5,5,2,0,50,0,0,0,0,0,1,2009,8,4
759,9,3,65,12257,1,0,3,0,4,0,15,2,2,0,5,8,5,1995,1995,1,1,12,13,1,513,2,4,2,2,4,0,3,56,0,64,1198,1318,1,0,1,5,1328,1203,0,2531,0,0,2,1,4,1,2,9,6,1,1,1995.0,2,3,752,5,5,2,222,98,0,0,0,0,0,9,2007,8,4
107,4,4,50,6000,1,3,3,0,4,0,17,2,2,0,2,5,5,1948,1950,1,1,12,13,2,0,3,4,1,4,4,3,0,104,1,169,516,789,1,0,1,5,789,0,0,789,0,0,1,0,2,1,3,5,6,0,5,1948.0,3,1,250,5,5,2,0,0,0,0,0,0,0,0,2008,8,5
841,10,4,60,10440,1,3,3,0,4,0,17,2,2,0,5,5,8,1904,2002,1,1,8,8,2,0,3,4,2,4,4,3,6,0,6,0,650,650,1,2,1,5,958,581,0,1539,0,0,2,0,3,1,2,8,6,1,5,1983.0,3,2,686,2,5,1,70,78,68,0,0,0,0,6,2008,8,4
751,9,3,0,7750,1,3,3,0,4,0,8,6,2,0,5,7,5,2003,2003,1,1,12,13,2,0,2,4,2,2,4,3,6,0,6,0,660,660,1,0,1,5,660,660,0,1320,0,0,2,1,3,1,2,6,6,0,1,2003.0,0,2,400,5,5,2,0,48,0,0,0,0,0,1,2007,8,4
1217,4,1,72,8640,1,3,3,0,4,0,21,2,2,0,2,8,5,2009,2009,1,1,5,5,3,72,2,4,2,2,4,2,2,936,6,0,364,1300,1,0,1,5,1314,0,0,1314,1,0,2,0,3,1,2,6,6,0,1,2009.0,2,2,552,5,5,2,135,112,0,0,0,0,0,11,2009,6,5
469,9,3,76,9291,1,0,3,0,0,0,20,7,2,0,5,6,5,1993,1993,1,1,6,6,1,120,2,4,2,2,4,3,2,426,6,0,406,832,1,0,1,5,832,878,0,1710,0,0,2,1,3,1,2,7,6,0,1,1993.0,2,2,506,5,5,2,144,70,0,0,0,0,0,6,2008,8,4
122,4,3,75,9464,1,3,3,0,0,0,12,2,2,0,2,6,7,1958,1958,3,1,8,8,1,135,3,2,1,4,4,3,1,570,6,0,510,1080,1,2,1,5,1080,0,0,1080,0,0,1,0,3,1,3,5,6,0,1,1958.0,3,1,288,5,5,2,0,0,0,0,130,0,0,6,2008,8,4
397,9,3,69,7590,1,3,3,0,4,0,12,4,2,0,5,5,5,1962,1962,1,1,12,13,1,288,3,4,1,4,4,3,0,540,6,0,324,864,1,4,1,5,876,936,0,1812,0,0,2,0,4,1,3,8,6,1,1,1962.0,2,1,264,5,5,2,0,168,0,0,0,0,0,5,2007,8,4
1262,8,3,0,11250,1,3,3,0,4,0,4,2,2,0,0,4,5,1957,1989,1,1,13,14,2,0,3,4,1,4,4,0,6,0,6,0,1104,1104,1,0,1,0,1104,684,0,1788,1,0,1,0,5,1,3,8,3,2,1,1957.0,3,1,304,5,5,2,120,0,0,0,0,0,0,9,2009,8,4
615,13,3,80,8800,1,3,3,0,4,0,12,1,2,0,6,6,7,1963,1963,1,1,8,8,1,156,3,2,2,4,4,1,2,763,6,0,173,936,1,0,1,5,1054,0,0,1054,1,0,1,0,3,1,2,6,6,0,1,1963.0,2,2,480,5,5,2,120,0,0,0,0,0,0,8,2010,8,0
347,4,3,0,17600,1,0,3,0,4,0,12,2,2,0,2,6,5,1960,1960,1,1,13,14,1,30,3,4,1,4,4,3,1,1270,6,0,208,1478,1,0,1,0,1478,0,0,1478,1,0,2,0,3,1,3,6,6,2,1,1960.0,3,2,498,5,5,2,0,40,0,0,0,0,0,2,2009,8,4
834,4,3,75,7875,1,3,3,0,4,0,12,2,2,0,2,5,6,1961,1961,1,1,12,13,1,136,3,4,1,4,4,3,5,572,6,0,572,1144,1,2,1,5,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,1,1961.0,3,2,456,5,5,2,0,0,0,0,0,0,0,11,2008,8,4
1294,4,3,60,8172,1,3,3,0,4,0,7,2,2,0,2,5,7,1955,1990,3,1,14,10,2,0,3,4,1,4,4,3,5,167,6,0,697,864,1,4,1,5,864,0,0,864,1,0,1,0,2,1,3,5,6,0,5,1957.0,3,2,572,5,5,0,0,0,0,0,0,0,0,0,2006,8,4
644,4,1,85,9187,1,3,3,0,4,0,21,2,2,0,2,9,5,2009,2009,1,1,5,5,3,162,0,4,2,0,4,2,2,1121,6,0,645,1766,1,0,1,5,1766,0,0,1766,1,0,2,1,2,1,0,7,6,1,1,2009.0,0,3,478,5,5,2,195,130,0,0,0,0,0,10,2009,6,5
1385,8,4,40,5436,1,3,3,0,4,0,9,2,2,0,0,4,8,1922,2007,1,1,12,13,2,0,3,2,0,4,4,3,1,735,6,0,61,796,1,2,1,5,796,358,0,1154,1,0,1,0,3,1,2,7,6,0,5,1922.0,3,1,240,5,5,0,0,96,0,0,0,0,0,8,2010,8,4
368,4,3,78,7800,1,3,3,0,4,0,12,2,2,0,2,5,6,1954,1954,1,1,6,6,1,200,3,4,2,4,4,3,3,540,6,0,728,1268,1,2,1,5,1268,0,0,1268,0,0,1,0,2,1,3,7,6,1,1,1954.0,0,1,244,5,5,2,0,98,0,0,0,0,0,7,2010,8,4
361,8,3,0,9144,1,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,1,8,8,2,0,3,4,1,4,4,3,5,399,6,0,484,883,1,2,1,5,988,517,0,1505,1,0,1,0,3,1,3,8,6,0,5,1940.0,3,1,240,5,5,0,0,0,0,0,0,0,0,5,2008,8,4
1007,1,4,21,2217,1,3,3,0,4,0,10,2,2,4,5,4,4,1970,1970,1,1,5,5,2,0,3,4,1,4,4,3,1,273,3,273,0,546,1,4,1,5,546,546,0,1092,0,0,1,1,3,1,3,6,6,0,1,1970.0,2,1,286,5,5,2,238,0,0,0,0,0,0,1,2009,8,4
1005,12,3,65,8385,1,3,3,0,4,0,5,2,2,0,7,5,8,1977,1977,1,1,6,6,1,220,2,4,1,2,1,0,2,595,6,0,390,985,1,4,1,5,985,0,0,985,0,0,2,0,3,1,3,6,6,0,1,1977.0,3,1,328,5,5,2,210,0,0,0,0,0,0,9,2008,8,4
392,4,3,0,8339,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,1959,1,1,8,8,2,0,3,4,3,3,2,3,4,0,4,0,0,0,1,4,1,5,882,0,0,882,0,0,1,0,3,1,3,5,6,0,1,1959.0,2,1,294,5,5,2,0,0,0,0,0,0,1200,5,2007,8,4
417,10,3,86,22420,1,0,3,0,4,0,6,1,2,0,5,6,6,1918,1950,3,1,13,12,2,0,3,4,0,2,4,3,1,1128,6,0,242,1370,2,4,0,0,1370,1254,0,2624,1,0,2,1,4,1,3,10,6,1,5,1918.0,3,3,864,5,5,0,0,0,0,0,0,0,0,9,2007,8,4
885,0,1,50,5119,1,0,3,0,1,0,21,2,2,4,2,9,5,1999,2000,1,1,8,8,1,60,2,4,2,0,4,0,2,1238,6,0,460,1698,1,0,1,5,1709,0,0,1709,1,0,2,0,2,1,2,5,6,1,1,1999.0,0,2,506,5,5,2,97,65,0,0,0,0,0,4,2008,1,0
1216,14,4,68,8930,1,3,3,0,4,0,19,5,2,2,0,6,5,1978,1978,1,1,12,13,2,0,3,4,3,3,2,3,4,0,4,0,0,0,1,4,1,5,1318,584,0,1902,0,0,2,0,4,2,3,8,6,0,1,1978.0,3,2,539,5,5,2,0,0,0,0,0,0,0,0,2010,8,4
9,3,3,50,7420,1,3,3,0,0,0,3,0,0,1,1,5,6,1939,1950,1,1,8,8,2,0,3,4,0,4,4,3,2,851,6,0,140,991,1,0,1,5,1077,0,0,1077,1,0,1,0,2,2,3,5,6,2,1,1939.0,2,1,205,2,5,2,0,4,0,0,0,0,0,4,2008,8,4
915,1,4,21,2001,1,3,3,0,4,0,10,2,2,3,5,4,5,1970,1970,1,1,5,5,1,80,3,4,1,4,4,3,6,0,6,0,546,546,1,1,1,5,546,546,0,1092,0,0,1,1,3,1,3,6,6,0,1,1970.0,3,1,286,5,5,2,0,0,0,0,0,0,0,4,2007,8,4
1315,9,3,85,11075,1,3,3,0,4,0,12,2,2,0,5,6,5,1969,1969,1,1,6,6,2,0,3,4,1,1,4,2,0,500,3,276,176,952,1,4,1,5,1092,1020,0,2112,0,0,2,1,4,1,3,9,6,2,1,1969.0,3,2,576,5,5,2,280,0,0,0,0,0,0,6,2008,8,4
387,12,3,72,7200,1,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,3,1,8,8,1,255,3,4,1,4,4,0,0,631,6,0,410,1041,1,0,1,5,1125,0,0,1125,1,0,1,0,3,1,3,6,6,1,5,1977.0,3,1,352,5,5,2,296,0,0,0,0,0,0,10,2009,8,0
1454,4,1,62,7500,1,3,3,0,4,0,21,2,2,0,2,7,5,2004,2005,1,1,12,13,2,0,2,4,2,2,4,3,2,410,6,0,811,1221,1,0,1,5,1221,0,0,1221,1,0,2,0,2,1,2,6,6,0,1,2004.0,2,2,400,5,5,2,0,113,0,0,0,0,0,10,2009,8,4
1268,8,3,0,14100,1,0,3,0,4,1,6,2,2,0,0,8,9,1935,1997,1,1,11,12,1,632,3,2,1,4,4,2,5,192,6,0,536,728,1,0,1,5,1968,1479,0,3447,0,0,3,1,4,1,2,11,6,2,3,1982.0,3,3,1014,5,5,2,314,12,0,0,0,0,0,8,2008,8,4
968,8,4,50,5925,1,3,3,0,4,0,17,2,2,0,0,3,6,1910,1950,1,1,12,13,2,0,3,4,0,4,4,3,6,0,6,0,600,600,3,1,0,5,600,368,0,968,0,0,1,0,2,1,3,6,6,0,6,1980.0,1,0,0,3,3,2,0,0,0,0,0,0,0,8,2009,8,0
1096,10,4,60,6882,1,3,3,0,4,0,9,2,2,0,5,6,7,1914,2006,1,1,13,14,2,0,3,4,2,4,4,3,6,0,6,0,684,684,1,4,1,5,773,582,0,1355,0,0,1,1,3,1,2,7,6,0,6,1980.0,1,0,0,3,3,2,136,0,115,0,0,0,0,7,2007,8,4
572,9,3,83,13159,1,0,1,0,0,0,23,2,2,0,5,7,5,2009,2009,1,1,12,13,2,0,3,4,2,0,4,0,6,0,6,0,846,846,1,2,1,5,846,846,0,1692,0,0,2,1,3,1,2,6,6,0,1,2009.0,2,2,650,5,5,2,208,114,0,0,0,0,0,5,2009,6,5
1050,4,3,73,8993,1,0,3,0,4,0,8,2,2,0,2,7,5,2007,2007,1,1,12,13,2,0,2,4,2,2,4,0,6,0,6,0,1302,1302,1,0,1,5,1302,0,0,1302,0,0,2,0,3,1,2,6,6,0,1,2007.0,0,2,436,5,5,2,0,22,0,0,0,0,0,1,2007,6,5
1235,10,3,96,13132,1,3,3,0,4,0,6,2,2,0,5,5,5,1914,1950,1,1,13,14,2,0,3,4,0,2,4,2,6,0,6,0,747,747,1,2,1,1,892,892,0,1784,0,0,1,1,4,1,3,9,6,0,5,1914.0,3,1,180,1,1,0,203,40,0,0,0,0,0,5,2006,8,4
1408,10,4,60,7740,1,3,3,0,4,0,17,2,2,0,5,4,7,1910,1950,1,1,12,13,2,0,3,4,1,1,4,3,6,0,6,0,622,622,1,2,1,5,741,622,0,1363,0,0,1,0,3,1,3,6,6,0,5,1966.0,3,2,528,5,5,2,0,0,0,0,168,0,0,6,2010,8,4
804,4,3,75,9000,1,3,3,0,4,0,12,2,2,0,2,5,5,1954,1954,1,1,13,14,2,0,3,4,1,4,4,3,3,812,6,0,124,936,1,4,1,5,1128,0,0,1128,0,0,1,0,2,1,3,5,2,0,1,1954.0,3,1,286,5,5,2,0,0,0,0,0,0,0,6,2006,8,3
326,0,3,32,10846,1,0,3,0,1,0,24,2,2,4,2,8,5,1993,1993,1,1,3,3,2,0,2,4,2,2,4,1,2,1619,6,0,100,1719,1,0,1,5,1719,0,0,1719,2,0,1,1,1,1,2,6,6,2,1,1993.0,0,2,473,5,5,2,122,30,0,0,0,0,0,8,2008,2,4
256,9,1,64,8791,1,0,3,0,4,0,21,2,2,0,5,6,5,2003,2003,1,1,12,13,2,0,2,4,2,2,4,3,5,503,6,0,361,864,1,0,1,5,864,864,0,1728,0,0,2,1,3,1,2,7,6,0,1,2003.0,2,2,673,5,5,2,216,56,0,0,0,0,0,8,2008,8,4
972,0,3,55,7892,1,3,3,0,4,0,20,2,2,4,2,6,5,1979,1979,1,1,9,10,2,0,3,4,1,2,4,3,6,0,6,0,918,918,1,4,1,5,918,0,0,918,0,0,2,0,2,1,3,5,6,1,1,1979.0,3,1,264,5,5,2,28,0,0,0,0,0,0,0,2010,8,4
1450,14,3,60,9000,1,3,3,0,2,0,12,2,2,2,5,5,5,1974,1974,1,1,12,13,2,0,3,4,1,2,4,3,6,0,6,0,896,896,1,4,1,5,896,896,0,1792,0,0,2,2,4,2,3,8,6,0,6,1980.0,1,0,0,3,3,2,32,45,0,0,0,0,0,11,2009,8,4
243,1,3,75,10762,1,3,3,0,0,0,20,2,2,4,5,6,6,1980,1980,1,1,9,10,2,0,3,4,1,2,4,3,6,0,6,0,626,626,1,4,1,5,626,591,0,1217,0,0,1,1,3,1,3,6,6,1,1,1980.0,2,1,288,5,5,2,0,28,0,0,0,0,0,0,2009,8,4
537,4,3,0,12735,1,0,3,0,2,0,12,2,2,0,2,4,5,1972,1972,3,1,8,8,2,0,3,4,1,4,4,3,1,600,6,0,264,864,1,4,1,5,864,0,0,864,0,0,1,0,3,1,3,5,6,0,5,1980.0,3,2,576,5,5,2,216,0,0,0,0,0,0,0,2008,0,4
908,4,3,0,8885,1,0,2,0,4,1,11,2,2,0,2,5,5,1983,1983,1,1,6,6,2,0,3,4,1,2,4,0,1,301,0,324,239,864,1,4,1,5,902,0,0,902,1,0,1,0,2,1,3,5,6,0,1,1983.0,3,2,484,5,5,2,164,0,0,0,0,0,0,6,2006,8,4
31,4,3,0,8544,1,0,3,0,1,0,19,2,2,0,2,5,6,1966,2006,1,1,6,6,2,0,3,4,1,4,4,3,6,0,6,0,1228,1228,1,2,1,5,1228,0,0,1228,0,0,1,1,3,1,2,6,6,0,1,1966.0,3,1,271,5,5,2,0,65,0,0,0,0,0,6,2008,8,4
743,12,3,70,12886,1,0,3,0,4,0,19,2,2,0,7,5,6,1963,1999,1,1,6,6,2,0,3,4,1,2,4,0,0,444,6,0,76,520,1,0,1,5,1464,0,0,1464,0,1,2,0,3,1,3,6,3,1,1,1997.0,2,2,480,5,5,2,302,0,0,0,100,0,0,10,2009,8,4
398,5,4,60,8967,1,3,3,0,0,0,9,2,2,0,2,5,2,1920,1950,1,1,8,8,2,0,3,1,0,1,3,3,6,0,6,0,961,961,1,2,1,3,1077,0,0,1077,0,0,1,0,2,1,3,6,1,0,5,1920.0,3,1,338,4,4,0,0,0,0,0,0,0,0,9,2007,8,0
587,13,3,74,8740,1,0,3,0,4,0,19,2,2,0,6,5,6,1982,1982,3,1,6,6,2,0,3,4,1,4,4,0,0,672,6,0,168,840,1,4,1,5,860,0,0,860,1,0,1,0,2,1,3,4,6,0,5,1996.0,3,2,528,5,5,2,0,0,0,0,0,0,0,5,2009,8,4
1243,4,3,107,13891,1,3,3,0,4,0,16,2,2,0,2,10,5,2006,2006,1,1,12,13,2,0,0,4,2,0,1,1,2,1386,6,0,690,2076,1,0,1,5,2076,0,0,2076,1,0,2,1,2,1,0,7,6,1,1,2006.0,0,3,850,5,5,2,216,229,0,0,0,0,0,11,2006,6,5
1042,0,3,34,5381,1,0,3,0,4,0,16,2,2,3,2,6,5,2005,2005,1,1,12,13,3,135,2,4,2,2,4,0,0,900,6,0,406,1306,1,0,1,5,1306,0,0,1306,1,0,2,0,1,1,2,5,6,1,1,2005.0,2,2,624,5,5,2,170,63,0,0,0,0,0,1,2009,8,4
82,4,3,78,10206,1,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,12,13,3,468,3,4,2,2,4,3,2,33,6,0,1530,1563,1,0,1,5,1563,0,0,1563,0,0,2,0,3,1,2,6,6,1,1,2007.0,2,3,758,5,5,2,144,99,0,0,0,0,0,10,2008,8,4
1274,8,3,53,5362,1,3,3,0,0,0,6,2,2,0,0,5,6,1910,2003,1,1,13,15,2,0,3,4,2,4,4,3,6,0,6,0,661,661,1,0,1,5,661,589,0,1250,0,0,2,0,3,1,3,8,6,1,5,1985.0,3,2,552,5,5,2,242,0,81,0,0,0,0,9,2007,8,4
1300,9,3,0,10762,1,0,3,0,1,0,8,2,2,0,5,7,5,1999,1999,1,1,12,13,2,344,2,4,2,2,4,3,2,694,6,0,284,978,1,0,1,5,1005,978,0,1983,0,0,2,1,3,1,2,9,6,1,1,1999.0,0,2,490,5,5,2,0,0,0,0,0,0,0,8,2009,8,4
766,9,3,80,10421,1,3,3,0,4,0,14,2,2,0,5,7,5,1988,1988,1,1,6,6,1,42,3,4,1,2,4,3,2,394,6,0,586,980,1,4,1,5,980,734,0,1714,0,0,2,1,3,1,3,7,6,1,1,1988.0,3,2,496,5,5,2,228,66,156,0,0,0,500,7,2010,8,4
120,12,3,0,21453,1,0,2,0,1,2,4,2,2,0,7,6,5,1969,1969,0,3,9,10,2,0,3,4,1,4,4,1,0,938,6,0,0,938,1,0,1,5,988,0,0,988,1,0,1,0,1,1,3,4,6,2,1,1969.0,3,2,540,5,5,2,0,130,0,130,0,0,0,10,2006,8,4
510,4,3,75,14559,1,3,3,0,4,0,12,2,2,0,2,5,7,1951,2000,3,1,13,14,0,70,2,4,1,4,4,3,1,650,5,180,178,1008,1,0,1,5,1363,0,0,1363,1,0,1,0,2,1,3,6,2,2,4,1951.0,3,1,288,5,5,2,324,42,0,0,168,0,2000,6,2009,8,4
1165,4,3,79,9541,1,0,3,0,4,0,16,2,2,0,2,7,5,2009,2009,1,1,12,13,3,268,2,4,2,2,4,3,6,0,6,0,1502,1502,1,0,1,5,1502,0,0,1502,0,0,2,0,3,1,2,7,6,0,1,2009.0,2,2,644,5,5,2,0,114,0,0,0,0,0,11,2009,6,5
1439,9,3,80,11584,1,3,3,0,4,0,14,2,2,0,7,7,6,1979,1979,3,1,6,6,1,96,3,4,1,4,4,3,2,315,5,110,114,539,1,4,1,5,1040,685,0,1725,0,0,2,1,3,1,3,6,6,1,1,1979.0,2,2,550,5,5,2,0,88,216,0,0,0,0,9,2007,8,4
708,9,3,65,9018,1,0,3,0,4,0,8,2,2,0,5,7,5,2007,2007,3,1,12,13,2,0,2,4,2,2,4,0,6,0,6,0,728,728,1,0,1,5,728,728,0,1456,0,0,2,1,3,1,2,8,6,1,1,2007.0,0,2,400,5,5,2,100,24,0,0,0,0,0,5,2007,6,5
1293,9,3,78,10140,1,3,3,0,4,0,14,2,2,0,5,7,5,1976,1976,1,1,6,6,2,0,3,4,2,2,4,3,2,194,6,0,638,832,1,4,1,5,832,832,0,1664,0,0,2,1,4,1,3,8,6,1,1,1976.0,2,2,528,5,5,2,0,28,0,0,259,0,0,7,2006,8,4
182,4,3,60,9060,1,3,3,0,4,0,7,0,2,0,2,5,6,1957,2006,3,1,13,14,1,98,3,4,2,3,2,3,4,0,4,0,0,0,1,0,1,5,1340,0,0,1340,0,0,1,0,3,1,3,7,6,1,1,1957.0,2,1,252,5,5,2,116,0,0,180,0,0,0,6,2007,8,4
1210,9,3,70,11218,1,3,3,0,4,0,20,2,2,0,5,6,5,1992,1992,1,1,13,14,2,0,2,4,2,2,4,3,6,0,6,0,1055,1055,1,0,1,5,1055,790,0,1845,0,0,2,1,3,1,2,8,6,1,1,1992.0,2,2,462,5,5,2,635,104,0,0,0,0,400,8,2010,8,4
1087,9,1,85,10574,1,3,3,0,4,0,21,2,2,0,5,8,5,2005,2006,1,1,12,13,2,0,2,4,2,2,4,2,6,0,6,0,1082,1082,1,0,1,5,1082,871,0,1953,0,0,2,1,3,1,2,9,6,1,1,2005.0,2,3,1043,5,5,2,160,50,0,0,0,0,0,8,2009,8,4
647,4,3,85,10452,1,0,3,0,4,0,7,2,2,0,2,6,5,1953,1953,3,1,13,14,3,216,3,4,1,4,4,2,5,500,6,0,594,1094,1,0,1,5,1094,0,0,1094,0,0,1,0,3,1,3,5,6,2,1,1953.0,2,2,495,5,5,2,0,0,0,0,287,0,0,6,2008,8,4
750,8,4,55,8800,1,3,3,0,0,0,17,2,2,0,0,4,7,1910,2004,1,1,13,14,2,0,3,4,0,4,0,3,6,0,6,0,576,576,1,2,1,5,792,348,0,1140,0,0,1,0,3,1,3,7,3,0,6,1980.0,1,0,0,3,3,0,0,160,0,0,0,0,0,6,2010,8,4
1200,4,3,71,9353,1,3,3,0,4,0,12,2,2,0,2,4,5,1970,1970,1,1,8,8,2,0,3,4,1,4,4,3,6,0,6,0,864,864,1,2,1,5,864,0,0,864,0,0,1,0,3,1,3,5,6,0,1,1972.0,3,1,280,5,5,2,0,0,0,0,0,0,0,5,2006,7,0
1434,4,3,80,17400,1,3,2,0,4,1,11,2,2,0,2,5,5,1977,1977,1,1,3,3,2,0,3,4,1,4,4,3,0,936,6,0,190,1126,1,1,1,5,1126,0,0,1126,1,0,2,0,3,1,3,5,6,1,1,1977.0,2,2,484,5,5,1,295,41,0,0,0,0,0,8,2006,8,4
359,9,3,78,12011,1,0,3,0,1,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,1,530,2,4,2,2,4,0,2,956,6,0,130,1086,1,0,1,5,1086,838,0,1924,1,0,2,1,3,1,2,7,6,1,1,1998.0,2,2,592,5,5,2,208,75,0,0,374,0,0,6,2006,8,4
116,4,3,0,11616,1,3,3,0,4,0,19,2,2,0,2,5,5,1962,1962,1,1,13,14,1,116,3,4,1,4,4,3,3,170,1,670,252,1092,1,4,1,5,1092,0,0,1092,0,1,1,0,3,1,3,6,6,1,1,1962.0,3,1,288,5,5,2,0,20,144,0,0,0,0,11,2009,8,4
1109,4,3,107,11362,1,0,3,0,4,0,16,2,2,0,2,8,5,2004,2005,1,1,8,8,3,42,2,4,2,0,4,2,2,1039,6,0,797,1836,1,0,1,5,1836,0,0,1836,1,0,2,0,3,1,2,7,6,1,1,2004.0,0,3,862,5,5,2,125,185,0,0,0,0,0,7,2009,8,4
1088,1,4,24,2522,1,3,3,0,4,0,7,2,2,3,5,7,5,2004,2004,1,1,12,13,3,50,2,4,2,2,4,3,6,0,6,0,970,970,1,0,1,5,970,739,0,1709,0,0,2,0,3,1,2,7,0,0,5,2004.0,3,2,380,5,5,2,0,40,0,0,0,0,0,0,2006,8,4
1191,1,1,24,2645,1,3,3,0,4,0,21,2,2,3,5,8,5,1999,2000,1,1,8,8,1,456,2,4,2,2,4,3,6,0,6,0,776,776,1,0,1,5,764,677,0,1441,0,0,2,1,2,1,2,5,6,0,5,1999.0,3,2,492,5,5,2,206,0,0,0,0,0,0,9,2007,8,4
907,8,3,86,11500,1,0,3,0,4,0,6,2,2,0,0,7,7,1936,1987,1,1,3,3,2,0,2,4,1,2,4,3,5,223,6,0,794,1017,1,2,1,5,1020,1037,0,2057,0,0,1,1,3,1,2,6,6,1,1,1936.0,0,1,180,1,5,2,0,0,0,0,322,0,0,6,2006,8,4
640,0,3,62,12677,1,0,3,0,4,0,16,2,2,4,2,8,5,2003,2004,3,1,8,8,1,472,0,4,2,0,4,1,2,1218,6,0,300,1518,1,0,1,5,1518,0,0,1518,0,0,1,1,1,1,0,6,6,1,1,2003.0,2,2,588,5,5,2,185,140,0,0,0,0,0,0,2008,8,4
